0.53428,0.78091
0.38627,0.75686
0.16017,0.38126
0.98798,0.54744
0.3636,0.80071
0.6945,0.36087
0.90544,0.27281
0.96278,0.56661
0.97782,0.45309
0.86172,0.43633
0.42789,0.73841
0.80311,0.54917
0.94117,0.45073
0.9927,0.4438
0.84142,0.61756
0.5633,0.58632
0.30863,0.26031
0.58415,0.35822
0.69879,0.56923
0.89258,0.40753
0.23476,0.35367
0.57182,0.85233
0.97277,0.37751
0.82234,0.24674
0.34498,0.73977
0.624,0.64022
0.4208,0.27202
0.54946,0.84203
0.099347,0.69179
0.83246,0.38133
0.44101,0.85049
0.85977,0.36729
0.40522,0.33325
0.021864,0.45157
0.22928,0.69591
0.30049,0.73627
0.46584,0.38511
0.10431,0.79523
0.69259,0.37779
0.17137,0.42084
0.64541,0.38797
0.67417,0.16207
0.66492,0.3804
0.86661,0.59068
0.82163,0.34368
0.74661,0.28727
1.039,0.4301
0.93893,0.41882
0.47533,0.14018
0.54086,0.91731
0.44217,0.14952
0.90804,0.38331
0.76913,0.40995
0.034249,0.57307
0.94294,0.30879
1.0491,0.44354
0.79337,0.37897
0.90575,0.51251
0.85194,0.29047
0.84357,0.29391
0.69714,0.30094
0.014231,0.54085
0.31763,0.81841
0.58503,0.83969
0.86264,0.52878
0.51338,0.82155
0.14066,0.8172
0.12044,0.43161
0.57286,0.86701
0.90728,0.54375
0.50856,0.7287
0.37424,0.66585
0.1383,0.77503
0.16005,0.47589
0.40896,0.53724
0.26306,0.82469
0.44847,0.81566
0.078723,0.6677
0.56137,0.86313
0.50641,0.59607
0.77921,0.54899
0.52313,0.80279
0.79535,0.33809
0.51215,0.69326
0.17428,0.79217
0.85421,0.40883
0.86046,0.60949
0.50593,0.82
1.0277,0.51942
0.21578,0.78694
1.032,0.40668
0.89789,0.39583
1.0255,0.41043
0.1375,0.79295
0.49338,0.7302
0.50289,0.88266
0.69653,0.7653
1.0007,0.60761
0.92732,0.63279
1.0204,0.48597
0.55466,0.47651
0.10011,0.4714
0.56603,0.44008
0.13866,0.53758
0.46714,0.40304
0.55822,0.33678
0.53269,0.61055
0.82718,0.44712
0.48832,0.76396
0.28098,0.65799
0.55259,0.60466
0.18369,0.46756
0.49501,0.4996
0.73447,0.5474
0.47138,0.46438
0.96075,0.42748
0.43078,0.89216
0.46644,0.82534
0.433,0.49398
0.35371,0.64626
0.45095,0.83404
0.97782,0.3212
0.59244,0.68658
0.96253,0.44649
0.40932,0.87848
0.57067,0.45935
1.0113,0.58804
0.60683,0.34015
0.85675,0.58635
0.88704,0.49742
0.98374,0.44768
0.92809,0.6357
0.93036,0.51369
0.94881,0.39129
1.0008,0.47503
0.90044,0.62827
0.96464,0.3557
0.19496,0.56649
0.59651,0.77475
0.085683,0.66492
0.91449,0.48724
0.56235,0.71344
0.74256,0.70161
0.55935,0.86747
0.0098404,0.50269
0.82511,0.56599
0.46296,0.78705
0.05927,0.45819
0.83967,0.41081
0.98473,0.53251
1.0173,0.39344
0.55095,0.67775
0.85503,0.66235
0.95747,0.26487
0.31893,0.8332
0.67416,0.16834
0.8836,0.65095
0.72568,0.69337
0.25654,0.60601
0.58794,0.13101
0.45404,0.82185
0.89321,0.45991
0.57301,0.60035
0.52973,0.78869
0.89911,0.49722
0.62409,0.45687
0.45614,0.37229
0.95815,0.26384
0.7755,0.43123
0.87829,0.53688
0.94031,0.31456
0.54039,0.91665
0.51623,0.90983
0.52963,0.90238
0.93318,0.31715
1.0702,0.53122
0.61381,0.18746
0.92584,0.57617
1.014,0.43781
1.0071,0.5749
0.54038,0.9165
0.7786,0.18401
1.07,0.53117
0.62558,0.60872
1.0148,0.46229
0.14151,0.73462
1.0069,0.58605
0.85716,0.28839
0.72619,0.30177
0.89462,0.57617
0.96018,0.59526
0.65561,0.71249
0.99659,0.57769
1.036,0.54067
0.50684,0.88947
0.69536,0.68852
0.96943,0.49275
0.58083,0.43166
0.8201,0.32871
1.0222,0.33317
0.82275,0.20893
0.57182,0.8101
0.96513,0.40321
0.52622,0.88956
0.90217,0.56126
0.79287,0.44951
0.81102,0.39689
0.60532,0.77042
1.0068,0.4139
0.52692,0.88969
0.93784,0.54089
0.88341,0.38125
0.87338,0.3918
0.80634,0.64114
0.58808,0.85846
0.74893,0.68182
0.86583,0.2151
0.16366,0.82627
0.10856,0.72385
0.19418,0.35124
0.95099,0.43584
0.39392,0.88562
0.801,0.53534
0.79729,0.47878
0.12689,0.47446
0.28255,0.88723
0.020053,0.63141
0.48938,0.76697
0.39845,0.84649
0.39321,0.84723
0.23476,0.79977
0.1212,0.72301
0.29782,0.35958
0.94066,0.60591
0.58682,0.12624
0.88508,0.31525
0.59146,0.86114
1.0454,0.44147
0.48829,0.85538
0.7325,0.15879
0.43254,0.80713
0.93787,0.48524
0.11148,0.32422
0.17143,0.48684
0.35969,0.69346
0.80589,0.69654
0.31194,0.52269
0.83765,0.295
0.44455,0.67915
0.27863,0.79546
0.93033,0.50869
