0.6965,0.43223
0.66056,0.51777
0.42967,0.33757
0.38993,0.49596
0.42305,0.32229
0.79454,0.59986
0.6323,0.56198
0.64995,0.47924
0.39868,0.51673
0.73072,0.65338
0.54024,0.4577
0.53033,0.61569
0.43223,0.61988
0.56502,0.60691
0.35883,0.40517
0.70027,0.58351
0.62809,0.43999
0.7792,0.64828
0.41913,0.4826
0.29494,0.57125
0.47661,0.31532
0.60881,0.40995
0.75041,0.53172
0.67001,0.53143
0.57106,0.64128
0.60971,0.41767
0.37952,0.4453
0.47965,0.55113
0.52469,0.44756
0.42965,0.50089
0.57023,0.5398
0.49198,0.39879
0.33752,0.44283
0.38706,0.4808
0.25905,0.41491
0.22047,0.39687
0.44969,0.31916
0.1852,0.459
0.39683,0.38015
0.33902,0.48653
0.57404,0.56348
0.46699,0.66884
0.55499,0.67195
0.67324,0.5458
0.40261,0.40388
0.4575,0.50268
0.4212,0.47001
0.64115,0.58248
0.75066,0.4501
0.27012,0.39799
0.42826,0.46487
0.58738,0.55542
0.42698,0.51096
0.37557,0.39567
0.49625,0.50291
0.45407,0.41255
0.36213,0.55268
0.7714,0.55677
0.64934,0.43744
0.72236,0.63266
0.35225,0.51591
0.69538,0.43775
0.5923,0.4763
0.73168,0.57087
0.46923,0.59073
0.38131,0.41173
0.28908,0.40221
0.67742,0.43637
0.63131,0.4645
0.62769,0.49448
0.54879,0.60676
0.63679,0.65224
0.75812,0.53355
0.44632,0.45715
0.55745,0.37138
0.71685,0.54277
0.70276,0.51951
0.35282,0.39294
0.58384,0.53613
0.48357,0.53574
0.39506,0.41614
0.69428,0.61236
0.22874,0.47498
0.5805,0.51266
0.76532,0.60192
0.29465,0.4204
0.40007,0.64454
0.34435,0.4269
0.5647,0.5229
0.77264,0.62251
0.5461,0.63048
0.53376,0.36816
0.33743,0.40308
0.74021,0.45889
0.59989,0.70393
0.62457,0.61909
0.59025,0.63895
0.46065,0.55545
0.39324,0.33025
0.37072,0.33193
0.25654,0.45947
0.4075,0.48588
0.52854,0.42476
0.61429,0.41756
0.47854,0.43805
0.64416,0.54994
0.54402,0.41337
0.56348,0.49369
0.41999,0.64798
0.19406,0.4672
0.53314,0.48693
0.46054,0.39282
0.25377,0.40191
0.61545,0.58929
0.78461,0.50999
0.48208,0.39314
0.41199,0.39093
0.55851,0.55638
0.39842,0.46244
0.53475,0.4461
0.75719,0.5827
0.59697,0.58288
0.73902,0.54022
0.40607,0.56377
0.40119,0.65268
0.30368,0.41232
0.23293,0.41932
0.68141,0.56345
0.51443,0.45161
0.18236,0.4813
0.45288,0.53359
0.40819,0.52571
0.43975,0.43068
0.30764,0.4919
0.5535,0.4684
0.58997,0.54374
0.35068,0.44099
0.60169,0.59574
0.49696,0.49387
0.4042,0.44517
0.21567,0.45427
0.58136,0.43253
0.27802,0.44592
0.69744,0.61925
0.38906,0.32698
0.4677,0.39302
0.45791,0.47007
0.57927,0.61503
0.50457,0.44048
0.45324,0.37183
0.75334,0.63327
0.24608,0.54461
0.42016,0.5813
0.62845,0.56751
0.42643,0.44846
0.61874,0.58807
0.51725,0.46705
0.67173,0.51695
0.24816,0.42524
0.72211,0.48857
0.43302,0.58508
0.38216,0.52844
0.54718,0.53006
0.33936,0.44933
0.51252,0.55417
0.23533,0.42882
0.57517,0.47938
0.21285,0.48113
0.53187,0.63845
0.2613,0.42194
0.51331,0.53946
0.51138,0.58854
0.37223,0.43567
0.54782,0.34435
0.50001,0.65993
0.54833,0.43724
0.74623,0.49327
0.45965,0.65028
0.3295,0.34641
0.56772,0.53342
0.19938,0.41843
0.49927,0.48534
0.42513,0.52798
0.78509,0.54907
0.63458,0.60723
0.19817,0.38667
0.66603,0.58908
0.59939,0.55862
